City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed
Hyderabad,BURGLARY,31,F,Firearm,No
Bangalore,CYBERCRIME,16,F,Blunt Object,No
Agra,KIDNAPPING,66,X,Poison,No
Chennai,FIREARM OFFENSE,33,M,Blunt Object,No
Delhi,IDENTITY THEFT,32,M,Poison,No
Agra,PUBLIC INTOXICATION,59,F,Knife,Yes
Mumbai,EXTORTION,23,M,Blunt Object,No
Bangalore,PUBLIC INTOXICATION,71,X,Explosives,Yes
Nagpur,TRAFFIC VIOLATION,10,F,Blunt Object,Yes
Meerut,DOMESTIC VIOLENCE,50,X,Explosives,No
Visakhapatnam,TRAFFIC VIOLATION,32,X,Explosives,No
Chennai,BURGLARY,37,M,Knife,No
Pune,DOMESTIC VIOLENCE,76,F,Other,Yes
Kolkata,HOMICIDE,76,X,Knife,Yes
Mumbai,COUNTERFEITING,73,M,None,No
Delhi,ARSON,68,X,Knife,Yes
Chennai,FIREARM OFFENSE,76,M,Blunt Object,No
Mumbai,VEHICLE - STOLEN,20,F,Explosives,No
Hyderabad,IDENTITY THEFT,51,X,Poison,Yes
Kolkata,VANDALISM,15,F,Firearm,No
Kanpur,SEXUAL ASSAULT,11,F,Blunt Object,Yes
Delhi,VANDALISM,49,F,Firearm,No
Chennai,ASSAULT,61,M,Blunt Object,Yes
Mumbai,ILLEGAL POSSESSION,20,F,Other,Yes
Chennai,ARSON,51,M,Blunt Object,Yes
Delhi,COUNTERFEITING,33,M,Firearm,Yes
Ahmedabad,ASSAULT,38,M,None,No
Delhi,DOMESTIC VIOLENCE,54,X,Explosives,No
Srinagar,SHOPLIFTING,56,F,Firearm,Yes
Ludhiana,ASSAULT,12,X,Blunt Object,No
Hyderabad,DRUG OFFENSE,33,M,Other,Yes
Delhi,ROBBERY,34,M,Other,Yes
Bangalore,COUNTERFEITING,52,M,Other,Yes
Kolkata,HOMICIDE,52,M,Knife,Yes
Delhi,ARSON,60,X,Blunt Object,No
Bangalore,FIREARM OFFENSE,30,F,Knife,Yes
Delhi,TRAFFIC VIOLATION,32,F,Poison,Yes
Meerut,DOMESTIC VIOLENCE,72,X,Knife,No
Delhi,SHOPLIFTING,73,F,None,No
Mumbai,DRUG OFFENSE,65,M,None,No
Ahmedabad,ROBBERY,79,X,Blunt Object,Yes
Indore,VANDALISM,40,X,Poison,Yes
Chennai,VANDALISM,50,F,Firearm,Yes
Delhi,DRUG OFFENSE,14,M,Explosives,No
Delhi,IDENTITY THEFT,58,M,Explosives,No
Thane,PUBLIC INTOXICATION,55,M,Other,Yes
Kolkata,FIREARM OFFENSE,15,X,Knife,No
Kanpur,KIDNAPPING,61,X,None,No
Chennai,VEHICLE - STOLEN,52,F,Knife,No
Jaipur,EXTORTION,15,X,Explosives,Yes
Delhi,BURGLARY,65,X,None,Yes
Nagpur,KIDNAPPING,64,M,Knife,Yes
Kolkata,COUNTERFEITING,44,X,Poison,Yes
Delhi,FIREARM OFFENSE,33,X,None,Yes
Delhi,VEHICLE - STOLEN,73,X,Knife,No
Jaipur,CYBERCRIME,68,M,None,No
Mumbai,DOMESTIC VIOLENCE,69,X,Explosives,No
Surat,ROBBERY,64,F,Blunt Object,No
Pune,TRAFFIC VIOLATION,38,X,Knife,No
Jaipur,PUBLIC INTOXICATION,27,F,Firearm,No
Lucknow,HOMICIDE,63,F,Knife,Yes
Delhi,DRUG OFFENSE,32,X,Poison,No
Hyderabad,ARSON,67,F,Poison,No
Kanpur,ROBBERY,79,M,Knife,Yes
Bangalore,PUBLIC INTOXICATION,22,X,Explosives,Yes
Delhi,BURGLARY,32,X,None,Yes
Agra,PUBLIC INTOXICATION,11,F,Explosives,Yes
Varanasi,SHOPLIFTING,35,F,Other,Yes
Pune,TRAFFIC VIOLATION,37,F,Other,Yes
Mumbai,BURGLARY,42,M,Knife,Yes
Jaipur,VANDALISM,33,M,Firearm,Yes
Chennai,ROBBERY,23,F,Firearm,Yes
Patna,EXTORTION,61,M,Firearm,No
Pune,DRUG OFFENSE,44,F,Knife,No
Mumbai,BURGLARY,34,X,Firearm,No
Mumbai,SEXUAL ASSAULT,78,F,Other,Yes
Kanpur,DRUG OFFENSE,14,M,Firearm,Yes
Mumbai,CYBERCRIME,56,X,Firearm,No
Ludhiana,BURGLARY,73,F,Firearm,Yes
Chennai,ILLEGAL POSSESSION,44,X,Knife,No
Agra,BURGLARY,18,M,Poison,No
Delhi,ROBBERY,68,X,Other,Yes
Bangalore,ROBBERY,54,X,Explosives,Yes
Pune,TRAFFIC VIOLATION,27,M,Firearm,No
Hyderabad,ARSON,36,X,Explosives,Yes
Varanasi,FRAUD,55,F,Poison,No
Pune,VANDALISM,66,M,Knife,Yes
Delhi,COUNTERFEITING,25,M,Blunt Object,No
Kolkata,SEXUAL ASSAULT,64,M,Blunt Object,Yes
Bangalore,EXTORTION,49,M,Knife,Yes
Jaipur,KIDNAPPING,53,F,Poison,No
Bhopal,SEXUAL ASSAULT,47,X,Firearm,No
Bangalore,FRAUD,65,F,Firearm,Yes
Mumbai,FIREARM OFFENSE,72,F,Poison,Yes
Delhi,CYBERCRIME,45,F,Other,Yes
Mumbai,KIDNAPPING,59,X,Knife,Yes
Mumbai,ILLEGAL POSSESSION,79,X,Knife,No
Chennai,HOMICIDE,34,X,Explosives,Yes
Ludhiana,DOMESTIC VIOLENCE,66,F,Poison,No
Pune,HOMICIDE,46,X,Explosives,Yes
Bangalore,ARSON,15,F,None,Yes
Surat,IDENTITY THEFT,51,M,Other,Yes
Chennai,SHOPLIFTING,78,F,Firearm,Yes
Rajkot,DOMESTIC VIOLENCE,30,M,None,Yes
Ludhiana,EXTORTION,43,F,Firearm,No
Hyderabad,DOMESTIC VIOLENCE,52,X,Explosives,Yes
Mumbai,ASSAULT,74,F,Explosives,No
Hyderabad,VEHICLE - STOLEN,68,M,Explosives,Yes
Indore,ROBBERY,63,F,Knife,Yes
Ahmedabad,PUBLIC INTOXICATION,12,X,Explosives,Yes
Bangalore,TRAFFIC VIOLATION,20,X,Knife,No
Kanpur,SHOPLIFTING,10,M,Blunt Object,Yes
Delhi,VEHICLE - STOLEN,51,M,Other,No
Chennai,ARSON,24,F,Firearm,Yes
Kolkata,DOMESTIC VIOLENCE,73,F,Poison,No
Delhi,HOMICIDE,59,F,None,No
Nagpur,DRUG OFFENSE,36,X,Knife,No
Bhopal,ARSON,39,X,Explosives,Yes
Nashik,COUNTERFEITING,72,F,None,No
Mumbai,DOMESTIC VIOLENCE,40,F,Explosives,Yes
Bangalore,TRAFFIC VIOLATION,11,M,Poison,No
Bangalore,ASSAULT,26,X,Explosives,Yes
Bangalore,FIREARM OFFENSE,22,M,None,No
Surat,PUBLIC INTOXICATION,74,F,Knife,No
Nagpur,IDENTITY THEFT,72,M,Blunt Object,Yes
Bangalore,ROBBERY,19,F,Knife,Yes
Delhi,ILLEGAL POSSESSION,18,M,Knife,No
Bangalore,HOMICIDE,46,F,Blunt Object,No
Hyderabad,DRUG OFFENSE,43,X,Explosives,No
Delhi,KIDNAPPING,47,M,Knife,No
Jaipur,ROBBERY,40,F,Knife,Yes
Mumbai,PUBLIC INTOXICATION,10,F,Poison,No
Chennai,TRAFFIC VIOLATION,55,M,None,No
Chennai,KIDNAPPING,36,M,Firearm,Yes
Kolkata,SEXUAL ASSAULT,69,F,Blunt Object,Yes
Kanpur,HOMICIDE,35,F,None,No
Pune,CYBERCRIME,37,X,Poison,No
Indore,CYBERCRIME,34,X,Knife,Yes
Chennai,TRAFFIC VIOLATION,44,M,Other,No
Kolkata,PUBLIC INTOXICATION,22,F,Firearm,Yes
Agra,COUNTERFEITING,17,M,Firearm,No
Delhi,DOMESTIC VIOLENCE,26,X,Blunt Object,Yes
Kolkata,KIDNAPPING,70,F,Poison,No
Kanpur,VANDALISM,27,F,Knife,No
Kolkata,FIREARM OFFENSE,39,F,Blunt Object,No
Thane,PUBLIC INTOXICATION,42,M,Firearm,Yes
Jaipur,FIREARM OFFENSE,76,F,Blunt Object,No
Bangalore,VANDALISM,51,X,Blunt Object,No
Ahmedabad,BURGLARY,26,M,Firearm,Yes
Bangalore,VEHICLE - STOLEN,38,F,Knife,Yes
Ahmedabad,ASSAULT,71,X,Firearm,No
Mumbai,VEHICLE - STOLEN,62,X,Explosives,No
Delhi,DOMESTIC VIOLENCE,53,X,Firearm,No
Pune,FRAUD,54,F,Knife,No
Delhi,ILLEGAL POSSESSION,40,X,Explosives,Yes
Mumbai,CYBERCRIME,26,M,Poison,Yes
Mumbai,VANDALISM,72,F,Firearm,No
Surat,SHOPLIFTING,78,X,None,No
Bangalore,VEHICLE - STOLEN,75,M,Poison,No
Chennai,DRUG OFFENSE,58,F,Explosives,Yes
Kolkata,FRAUD,60,X,Blunt Object,No
Bangalore,EXTORTION,18,M,Poison,Yes
Hyderabad,VEHICLE - STOLEN,30,X,Poison,No
Delhi,ROBBERY,78,X,Other,No
Mumbai,VEHICLE - STOLEN,14,F,Other,Yes
Varanasi,BURGLARY,51,X,Other,No
Mumbai,FRAUD,58,M,Knife,No
Ahmedabad,KIDNAPPING,44,X,Other,No
Bangalore,COUNTERFEITING,31,F,Blunt Object,No
Delhi,FRAUD,61,X,Knife,No
Agra,VANDALISM,58,F,Knife,Yes
Indore,VANDALISM,15,F,Poison,No
Srinagar,ASSAULT,21,X,Other,No
Surat,FIREARM OFFENSE,29,X,None,No
Bangalore,COUNTERFEITING,65,X,Explosives,Yes
Delhi,TRAFFIC VIOLATION,41,F,Explosives,Yes
Hyderabad,KIDNAPPING,46,X,Knife,No
Mumbai,PUBLIC INTOXICATION,64,F,Poison,Yes
Delhi,FRAUD,24,M,Knife,No
Kalyan,FRAUD,49,M,None,No
Mumbai,VANDALISM,66,F,Explosives,No
Nagpur,SHOPLIFTING,16,X,Poison,Yes
Kolkata,ASSAULT,32,M,Blunt Object,Yes
Kanpur,KIDNAPPING,66,M,Blunt Object,Yes
Delhi,TRAFFIC VIOLATION,67,M,Explosives,No
Jaipur,ASSAULT,77,X,Firearm,No
Delhi,HOMICIDE,25,X,Other,No
Lucknow,ARSON,26,M,Firearm,No
Mumbai,SHOPLIFTING,60,M,Knife,No
Hyderabad,IDENTITY THEFT,13,M,None,No
Pune,COUNTERFEITING,39,F,Knife,No
Surat,FIREARM OFFENSE,66,M,Other,Yes
Mumbai,ILLEGAL POSSESSION,48,M,Firearm,No
Surat,FRAUD,38,M,Explosives,Yes
Delhi,CYBERCRIME,45,X,Blunt Object,Yes
Surat,SHOPLIFTING,34,X,Explosives,No
Hyderabad,ASSAULT,66,M,Explosives,Yes
Kanpur,HOMICIDE,41,F,Firearm,Yes
Mumbai,ASSAULT,17,M,Explosives,No
Hyderabad,ARSON,50,X,Firearm,Yes
Bhopal,HOMICIDE,47,X,Blunt Object,No
Mumbai,PUBLIC INTOXICATION,39,X,Knife,Yes
Vasai,KIDNAPPING,24,M,Firearm,Yes
Delhi,DRUG OFFENSE,75,M,Explosives,No
Mumbai,VANDALISM,31,X,None,Yes
Ahmedabad,ILLEGAL POSSESSION,11,M,Firearm,No
Pune,DOMESTIC VIOLENCE,22,F,Poison,Yes
Hyderabad,VEHICLE - STOLEN,20,M,Blunt Object,Yes
Mumbai,TRAFFIC VIOLATION,12,F,Blunt Object,Yes
Chennai,ASSAULT,26,X,Poison,No
Kanpur,ILLEGAL POSSESSION,51,F,None,No
Ahmedabad,ILLEGAL POSSESSION,27,M,Explosives,No
Varanasi,ARSON,70,X,Firearm,No
Delhi,VANDALISM,74,F,Poison,No
Jaipur,ROBBERY,78,F,Blunt Object,Yes
Chennai,ILLEGAL POSSESSION,56,F,None,Yes
Patna,FRAUD,61,M,Poison,No
Surat,ILLEGAL POSSESSION,30,M,None,Yes
Pune,CYBERCRIME,75,X,Knife,Yes
Chennai,ASSAULT,17,X,Firearm,Yes
Hyderabad,EXTORTION,68,M,None,Yes
Delhi,CYBERCRIME,58,X,Poison,No
Bhopal,CYBERCRIME,74,F,Blunt Object,Yes
Patna,HOMICIDE,43,X,Other,No
Delhi,ROBBERY,73,F,Poison,No
Mumbai,KIDNAPPING,29,X,Poison,No
Lucknow,FRAUD,15,F,Poison,No
Delhi,FIREARM OFFENSE,16,X,Poison,No
Mumbai,ARSON,25,M,Firearm,Yes
Delhi,FRAUD,16,M,Blunt Object,No
Delhi,HOMICIDE,35,F,Blunt Object,No
Kolkata,BURGLARY,47,X,Other,No
Delhi,DRUG OFFENSE,10,X,Blunt Object,No
Surat,FIREARM OFFENSE,56,X,Other,Yes
Delhi,ILLEGAL POSSESSION,24,F,None,No
Delhi,FIREARM OFFENSE,61,F,None,Yes
Delhi,ILLEGAL POSSESSION,77,M,Firearm,Yes
Jaipur,CYBERCRIME,10,M,None,No
Kalyan,ROBBERY,24,F,Knife,No
Pune,COUNTERFEITING,12,M,Blunt Object,No
Nagpur,BURGLARY,11,F,Knife,No
Mumbai,COUNTERFEITING,29,X,Blunt Object,Yes
Delhi,ARSON,38,F,Poison,Yes
Agra,SHOPLIFTING,68,M,Other,No
Jaipur,VANDALISM,79,F,Knife,No
Delhi,ASSAULT,38,M,Knife,No
Mumbai,VANDALISM,21,M,None,Yes
Mumbai,ROBBERY,76,M,None,No
Delhi,ASSAULT,14,M,Firearm,Yes
Pune,PUBLIC INTOXICATION,77,F,Other,No
Vasai,ASSAULT,27,X,Explosives,No
Bangalore,KIDNAPPING,66,X,None,No
Kanpur,ROBBERY,37,X,Firearm,Yes
Indore,ASSAULT,63,X,Knife,Yes
Kolkata,CYBERCRIME,11,F,Blunt Object,Yes
Delhi,VANDALISM,55,M,None,No
Agra,IDENTITY THEFT,25,M,Explosives,No
Bangalore,VANDALISM,67,F,Other,No
Kalyan,TRAFFIC VIOLATION,13,F,Poison,Yes
Kanpur,FRAUD,26,M,Explosives,No
Hyderabad,ASSAULT,11,F,Knife,Yes
Jaipur,FRAUD,33,M,Other,Yes
Nagpur,COUNTERFEITING,71,X,Explosives,Yes
Chennai,ROBBERY,24,F,Firearm,Yes
Nagpur,EXTORTION,11,F,Knife,Yes
Ghaziabad,ROBBERY,34,X,Other,Yes
Mumbai,ROBBERY,61,F,Knife,No
Kolkata,FIREARM OFFENSE,67,M,None,No
Bangalore,PUBLIC INTOXICATION,13,M,Firearm,No
Kanpur,ARSON,17,M,None,No
Faridabad,FIREARM OFFENSE,42,M,Other,Yes
Mumbai,SHOPLIFTING,31,M,Explosives,No
Delhi,EXTORTION,39,F,Other,No
Delhi,ILLEGAL POSSESSION,35,M,Poison,Yes
Kolkata,ASSAULT,43,F,Firearm,No
Delhi,CYBERCRIME,49,X,Knife,No
Ghaziabad,ASSAULT,74,M,Poison,Yes
Delhi,CYBERCRIME,71,F,Firearm,Yes
Kolkata,SHOPLIFTING,78,M,Poison,No
Bangalore,ILLEGAL POSSESSION,47,F,Blunt Object,No
Visakhapatnam,SHOPLIFTING,18,X,Firearm,Yes
Bangalore,BURGLARY,34,X,Explosives,No
Nagpur,PUBLIC INTOXICATION,67,M,Other,No
Delhi,TRAFFIC VIOLATION,74,X,Other,No
Kolkata,TRAFFIC VIOLATION,65,X,Blunt Object,Yes
Chennai,SHOPLIFTING,77,X,Other,No
Pune,IDENTITY THEFT,48,M,Blunt Object,No
Nagpur,ILLEGAL POSSESSION,55,M,Firearm,Yes
Chennai,VEHICLE - STOLEN,51,X,Other,No
Hyderabad,ROBBERY,50,M,Poison,No
Varanasi,DOMESTIC VIOLENCE,41,M,Poison,No
Ahmedabad,IDENTITY THEFT,27,M,None,Yes
Mumbai,SHOPLIFTING,35,X,Firearm,No
Bangalore,COUNTERFEITING,59,M,Other,Yes
Kolkata,BURGLARY,10,X,Other,Yes
Hyderabad,ASSAULT,16,X,Knife,Yes
Jaipur,SEXUAL ASSAULT,59,F,Explosives,No
Jaipur,PUBLIC INTOXICATION,58,X,Explosives,Yes
Bangalore,KIDNAPPING,54,F,Knife,No
Pune,DOMESTIC VIOLENCE,31,F,Explosives,No
Lucknow,ROBBERY,46,X,Other,No
Delhi,TRAFFIC VIOLATION,69,F,Firearm,Yes
Rajkot,IDENTITY THEFT,66,M,Poison,No
Ahmedabad,CYBERCRIME,50,F,Knife,Yes
Vasai,CYBERCRIME,20,X,Knife,No
Jaipur,ROBBERY,21,F,Firearm,No
Delhi,COUNTERFEITING,30,F,Firearm,No
Patna,TRAFFIC VIOLATION,71,X,Knife,Yes
Nagpur,ILLEGAL POSSESSION,75,M,Other,Yes
Kolkata,ILLEGAL POSSESSION,42,M,Blunt Object,No
Delhi,CYBERCRIME,33,F,Knife,No
Surat,EXTORTION,61,X,None,No
Nashik,KIDNAPPING,17,M,None,No
Kolkata,DRUG OFFENSE,53,F,None,No
Nashik,KIDNAPPING,70,M,None,Yes
Chennai,KIDNAPPING,23,X,Poison,No
Chennai,BURGLARY,46,M,Explosives,No
Hyderabad,FIREARM OFFENSE,61,F,Explosives,No
Indore,VANDALISM,79,M,Knife,Yes
Bangalore,IDENTITY THEFT,24,M,Knife,Yes
Chennai,BURGLARY,17,M,Other,No
Bangalore,VANDALISM,60,F,None,Yes
Delhi,FIREARM OFFENSE,24,F,Blunt Object,Yes
Hyderabad,ASSAULT,15,F,Knife,No
Srinagar,VANDALISM,46,M,None,No
Lucknow,VEHICLE - STOLEN,15,X,Firearm,Yes
Hyderabad,ARSON,34,X,Explosives,Yes
Chennai,ROBBERY,67,F,Explosives,Yes
Delhi,ASSAULT,57,F,Explosives,No
Bangalore,DRUG OFFENSE,45,F,Explosives,Yes
Kanpur,EXTORTION,53,X,Knife,Yes
Chennai,PUBLIC INTOXICATION,51,M,Blunt Object,Yes
Mumbai,FRAUD,14,X,Blunt Object,No
Kanpur,FIREARM OFFENSE,57,X,Poison,Yes
Rajkot,KIDNAPPING,48,F,Blunt Object,No
Mumbai,BURGLARY,30,M,Other,Yes
Mumbai,IDENTITY THEFT,17,M,None,No
Bangalore,ARSON,28,F,Blunt Object,Yes
Delhi,EXTORTION,31,F,Blunt Object,No
Vasai,ASSAULT,47,M,Knife,No
Bangalore,VANDALISM,53,M,Blunt Object,No
Hyderabad,ILLEGAL POSSESSION,38,X,Blunt Object,No
Delhi,FIREARM OFFENSE,35,X,Firearm,No
Faridabad,ROBBERY,63,X,Other,No
Srinagar,DRUG OFFENSE,22,F,Poison,Yes
Kolkata,DOMESTIC VIOLENCE,67,F,Other,Yes
Mumbai,ARSON,18,F,Poison,No
Kanpur,HOMICIDE,14,F,Other,Yes
Bangalore,FRAUD,13,X,Explosives,No
Lucknow,EXTORTION,50,X,Knife,Yes
Delhi,COUNTERFEITING,21,X,Knife,Yes
Hyderabad,VEHICLE - STOLEN,39,F,None,Yes
Mumbai,COUNTERFEITING,53,F,Poison,Yes
Delhi,ROBBERY,27,X,None,Yes
Hyderabad,VEHICLE - STOLEN,40,M,Explosives,Yes
Bangalore,SEXUAL ASSAULT,29,M,Knife,Yes
Ghaziabad,PUBLIC INTOXICATION,34,F,Knife,Yes
Hyderabad,ROBBERY,24,F,Poison,No
Pune,HOMICIDE,25,M,Other,No
Kolkata,PUBLIC INTOXICATION,65,M,Blunt Object,Yes
Chennai,ASSAULT,25,M,Knife,No
Chennai,SEXUAL ASSAULT,77,M,Firearm,Yes
Kolkata,ARSON,18,F,Firearm,No
Bangalore,ILLEGAL POSSESSION,47,X,Knife,Yes
Mumbai,ILLEGAL POSSESSION,39,X,Firearm,Yes
Ahmedabad,VANDALISM,69,F,Explosives,Yes
Hyderabad,ASSAULT,20,X,Poison,No
Nagpur,COUNTERFEITING,29,M,Blunt Object,Yes
Kolkata,SHOPLIFTING,72,F,Poison,No
Chennai,PUBLIC INTOXICATION,31,X,Poison,No
Indore,PUBLIC INTOXICATION,49,X,Other,Yes
Chennai,CYBERCRIME,78,F,Other,No
Ghaziabad,ROBBERY,60,X,Explosives,No
Visakhapatnam,TRAFFIC VIOLATION,20,X,None,No
Ghaziabad,EXTORTION,54,X,None,No
Hyderabad,SEXUAL ASSAULT,76,X,Explosives,Yes
Delhi,VANDALISM,28,F,Knife,No
Mumbai,ARSON,55,M,Knife,Yes
Bangalore,VEHICLE - STOLEN,32,M,Explosives,No
Mumbai,IDENTITY THEFT,46,X,Firearm,No
Delhi,SHOPLIFTING,51,M,Poison,Yes
Bhopal,CYBERCRIME,77,F,None,No
Pune,SEXUAL ASSAULT,51,M,Blunt Object,Yes
Bangalore,ASSAULT,39,M,Poison,Yes
Kolkata,CYBERCRIME,60,M,Explosives,No
Pune,SEXUAL ASSAULT,10,X,Other,No
Pune,IDENTITY THEFT,69,M,Other,No
Delhi,ASSAULT,24,X,Knife,No
Chennai,ARSON,27,F,None,Yes
Delhi,BURGLARY,40,F,Firearm,No
Delhi,ILLEGAL POSSESSION,48,X,Explosives,Yes
Mumbai,TRAFFIC VIOLATION,25,X,Blunt Object,No
Surat,ASSAULT,70,M,Blunt Object,No
Delhi,HOMICIDE,57,X,Firearm,Yes
Kolkata,VANDALISM,68,M,Firearm,Yes
Bangalore,ROBBERY,56,M,Blunt Object,No
Patna,SEXUAL ASSAULT,20,F,Firearm,No
Vasai,FRAUD,34,X,None,Yes
Ghaziabad,KIDNAPPING,76,M,Firearm,Yes
Agra,TRAFFIC VIOLATION,20,M,Poison,Yes
Bangalore,EXTORTION,31,F,Blunt Object,Yes
Varanasi,FIREARM OFFENSE,33,X,Other,No
Bangalore,SHOPLIFTING,79,X,Other,Yes
Ghaziabad,ARSON,52,X,Firearm,Yes
Pune,ROBBERY,13,M,Firearm,Yes
Delhi,ILLEGAL POSSESSION,52,F,Explosives,Yes
Lucknow,FRAUD,43,M,Other,No
Delhi,HOMICIDE,54,M,Explosives,Yes
Jaipur,ROBBERY,58,X,Blunt Object,Yes
Hyderabad,FRAUD,70,X,Other,No
Mumbai,ARSON,37,X,Other,No
Lucknow,FIREARM OFFENSE,45,F,Poison,No
Delhi,FIREARM OFFENSE,53,F,None,Yes
Nagpur,FIREARM OFFENSE,26,M,Poison,No
Jaipur,FIREARM OFFENSE,39,X,None,No
Kolkata,FIREARM OFFENSE,56,M,Poison,No
Srinagar,IDENTITY THEFT,35,X,Explosives,Yes
Lucknow,EXTORTION,61,X,Blunt Object,Yes
Mumbai,HOMICIDE,37,M,Explosives,Yes
Mumbai,KIDNAPPING,29,M,Knife,Yes
Rajkot,TRAFFIC VIOLATION,29,M,None,No
Chennai,KIDNAPPING,79,F,Other,Yes
Bangalore,BURGLARY,35,F,Poison,No
Delhi,BURGLARY,35,M,Firearm,No
Hyderabad,COUNTERFEITING,68,F,Other,Yes
Ahmedabad,TRAFFIC VIOLATION,77,M,Blunt Object,No
Kanpur,DOMESTIC VIOLENCE,77,X,Poison,Yes
Lucknow,IDENTITY THEFT,53,F,None,Yes
Nagpur,VANDALISM,20,F,Knife,No
Ahmedabad,ILLEGAL POSSESSION,16,M,None,Yes
Lucknow,EXTORTION,36,F,Blunt Object,Yes
Chennai,CYBERCRIME,25,F,Other,No
Mumbai,SEXUAL ASSAULT,76,X,Knife,Yes
Jaipur,ASSAULT,28,F,Explosives,No
Pune,SHOPLIFTING,11,M,None,Yes
Ahmedabad,ROBBERY,39,F,Other,Yes
Delhi,FIREARM OFFENSE,73,X,Explosives,Yes
Kalyan,ASSAULT,35,M,Other,Yes
Surat,FRAUD,10,X,Firearm,Yes
Pune,ARSON,71,M,Poison,No
Nagpur,ARSON,41,X,Other,No
Nagpur,ILLEGAL POSSESSION,73,M,Other,Yes
Delhi,DOMESTIC VIOLENCE,70,X,Knife,Yes
Kolkata,PUBLIC INTOXICATION,13,M,Blunt Object,No
Ahmedabad,SEXUAL ASSAULT,22,F,Poison,No
Mumbai,ROBBERY,14,X,Blunt Object,Yes
Pune,ASSAULT,66,M,Explosives,No
Bangalore,EXTORTION,68,M,Blunt Object,No
Delhi,FIREARM OFFENSE,51,M,Blunt Object,Yes
Thane,COUNTERFEITING,51,M,Firearm,Yes
Bangalore,HOMICIDE,37,X,Explosives,Yes
Chennai,COUNTERFEITING,31,M,Blunt Object,Yes
Delhi,PUBLIC INTOXICATION,17,X,None,Yes
Kolkata,ROBBERY,32,F,Explosives,Yes
Thane,DOMESTIC VIOLENCE,56,M,None,Yes
Delhi,BURGLARY,74,X,Explosives,No
Visakhapatnam,PUBLIC INTOXICATION,16,F,None,No
Agra,COUNTERFEITING,10,F,Poison,Yes
Delhi,BURGLARY,35,M,Poison,No
Vasai,BURGLARY,73,X,Firearm,No
Lucknow,ASSAULT,49,M,Blunt Object,No
Ghaziabad,SHOPLIFTING,69,M,Explosives,No
Chennai,VANDALISM,59,F,Blunt Object,No
Visakhapatnam,VEHICLE - STOLEN,48,F,Explosives,Yes
Delhi,ILLEGAL POSSESSION,16,X,Blunt Object,No
Mumbai,SHOPLIFTING,12,M,Firearm,Yes
Delhi,KIDNAPPING,65,X,Explosives,Yes
Mumbai,CYBERCRIME,35,X,Firearm,No
Bhopal,PUBLIC INTOXICATION,16,F,Other,No
Indore,TRAFFIC VIOLATION,51,M,Blunt Object,No
Hyderabad,IDENTITY THEFT,72,F,Other,No
Delhi,FIREARM OFFENSE,75,X,Firearm,No
Hyderabad,TRAFFIC VIOLATION,27,X,Blunt Object,Yes
Nagpur,TRAFFIC VIOLATION,45,X,Knife,No
Hyderabad,FIREARM OFFENSE,37,M,Other,No
Delhi,ARSON,72,F,Knife,Yes
Mumbai,HOMICIDE,12,X,Other,No
Kolkata,PUBLIC INTOXICATION,65,F,Firearm,Yes
Vasai,FRAUD,36,F,Firearm,Yes
Mumbai,SHOPLIFTING,73,M,Other,Yes
Ludhiana,SEXUAL ASSAULT,12,M,Explosives,No
Lucknow,KIDNAPPING,53,M,Blunt Object,Yes
Bhopal,ASSAULT,30,X,Poison,No
Delhi,ARSON,46,F,Explosives,Yes
Kolkata,VANDALISM,38,F,Firearm,Yes
Chennai,SHOPLIFTING,51,F,Firearm,No
Hyderabad,FIREARM OFFENSE,53,F,Poison,Yes
Agra,EXTORTION,33,F,Firearm,No
Ahmedabad,PUBLIC INTOXICATION,33,X,Other,No
Nagpur,DOMESTIC VIOLENCE,71,X,Knife,Yes
Mumbai,PUBLIC INTOXICATION,39,X,Firearm,Yes
Agra,DOMESTIC VIOLENCE,77,X,Blunt Object,No
Bangalore,ILLEGAL POSSESSION,38,F,Knife,Yes
Surat,VEHICLE - STOLEN,59,X,Knife,Yes
Chennai,ILLEGAL POSSESSION,72,M,Firearm,Yes
Indore,CYBERCRIME,50,M,Other,Yes
Mumbai,PUBLIC INTOXICATION,47,F,None,Yes
Mumbai,BURGLARY,61,M,Other,Yes
Srinagar,CYBERCRIME,39,M,Poison,Yes
Bangalore,FIREARM OFFENSE,50,M,None,No
Indore,DOMESTIC VIOLENCE,65,X,Blunt Object,No
Mumbai,PUBLIC INTOXICATION,18,X,Blunt Object,Yes
Delhi,BURGLARY,78,M,Knife,No
Patna,EXTORTION,77,F,Firearm,No
Agra,SHOPLIFTING,22,X,None,Yes
Ghaziabad,VEHICLE - STOLEN,11,X,None,No
Delhi,PUBLIC INTOXICATION,64,X,Firearm,Yes
Lucknow,IDENTITY THEFT,12,F,Explosives,No
Mumbai,CYBERCRIME,39,F,Poison,Yes
Delhi,FRAUD,14,X,None,Yes
Bangalore,EXTORTION,60,M,None,Yes
Mumbai,SHOPLIFTING,53,X,Firearm,Yes
Varanasi,ASSAULT,11,M,Other,Yes
Ahmedabad,ASSAULT,68,F,None,No
Chennai,EXTORTION,26,X,Other,Yes
Kanpur,KIDNAPPING,64,F,Knife,No
Chennai,HOMICIDE,60,X,None,No
Varanasi,CYBERCRIME,63,F,Firearm,No
Delhi,EXTORTION,42,M,Blunt Object,Yes
Bangalore,SHOPLIFTING,36,F,Other,Yes
